"Fault_Type","Temperature","Pressure","Voltage","FFT_Temp_0","FFT_Vib_0","FFT_Pres_0","FFT_Vib_2","FFT_Temp_5","FFT_Vib_5","FFT_Pres_5","FFT_Temp_6","FFT_Vib_6","FFT_Pres_6","FFT_Temp_7","FFT_Vib_7","FFT_Pres_7","FFT_Temp_8","FFT_Pres_8","FFT_Temp_9","FFT_Vib_9","FFT_Pres_9","Avg_Sensor","Ratio_Flow_Pressure","Ratio_Current_Voltage","Min_Sensor"
"Normal",-4.97490913134455,-5.1271669360387,-0.419443086776899,0.314582468376158,0.673310284073505,-0.251644456046517,-0.278705796734363,-0.483899451279912,0.494232699426343,0.591866086905414,-0.998778230676895,-1.38760039076281,-0.19677019589699,0.873806922496146,-0.165932685982692,0.948248529224869,-0.175786108830187,-1.3817138363878,-0.667592651088193,-0.845522636368246,0.0673714946438071,-3.53277422338875,0.426732150041167,0.0732373758206208,-1.99949008279667
"Normal",0.626162882280224,-1.27222796683789,-0.297547975047528,0.26909032386333,0.855136841419687,-0.305799361439653,-0.266896298672316,-0.4414964961089,1.95096826727018,0.265664040759952,-1.04730825576366,-0.372502734862131,-0.540410332683256,1.06505663235502,-1.00328912774582,1.10613538114851,-0.495606689797132,-1.02745993323311,-0.41100448076284,-1.56647979176151,0.257234909066064,-0.160102636536628,2.16461963941701,0.542579750965874,0.496010058058354
"Normal",1.35936012772859,-1.22034706407937,-1.23075127268666,-0.0366185133599101,0.9956047303392,-0.115447223763154,-0.920180746212129,-0.990091037481156,2.52459366994209,-0.950125835502665,-0.481443743351761,-0.306664570266256,-0.00352648829378451,0.333803450624683,-0.624610529463825,0.129697485384481,1.03119785983758,0.250179167464442,1.19615537574086,-1.26028739801259,0.0555942888612311,-1.26635361367556,-1.00884556511756,0.912510380938835,0.735418081756204
"Normal",0.56419352175164,-0.805829680601119,1.06505301278096,-0.0569791814787151,0.968008303790995,-0.152506358422055,-0.904109611078941,-0.812293832584678,2.62847092887566,-0.743100573327524,-0.36089068359209,-0.345249200423409,0.268582402811777,0.268661922378488,-0.667362032311896,-0.151506436130311,1.01838846318159,0.23070703036706,1.21623911963771,-1.32683253840221,-0.129498562380876,0.145232412435589,0.666902979291548,-2.72955329771032,1.47915087092275
"Normal",0.874163538140421,0.407535273338502,0.510841425767554,-0.217807017183685,0.749774736628742,-0.176694235997688,-1.25844173288148,-0.26901063251719,1.8070057031331,-0.878222500556694,0.400441884664375,0.54853527622836,0.136152875282815,-0.734794107622936,0.289301355007086,-0.080966895027441,-0.639029276587956,0.403582839218486,0.862530136689587,-0.605684686971015,-0.309157165387634,0.38190264188036,-1.46809185756691,-0.702814135097856,0.938408618748036
"Normal",0.78266241072604,-0.372830567362918,-0.697008788035926,-0.245925810676845,0.59187083940254,-0.284723377808905,-1.19082776496861,-0.514554779643073,2.40138063026846,-0.274734005429306,0.0983378836930767,-0.179642696552225,0.416605235104551,-0.431937993175809,0.188599272282333,0.580406694403873,-0.905184280079509,0.945378947131102,0.725939062000796,0.108195165344828,-1.09330288082549,-0.469949773947765,1.11949399562906,-0.321440407995867,1.34344571593894
"Normal",-1.76368854220398,-0.805471000353846,-0.206211706916694,-0.270671756021447,0.0167333980274325,-0.0447074069082377,0.650131265317773,-0.328920095097713,0.0366574270577623,2.22215707884047,0.864996818757784,-0.251218165791913,-1.48902731112662,-0.725431644831579,-0.968517728466026,0.557015259513777,0.884677311746128,-1.56019934697164,0.42595467473105,-1.14041562818868,0.464664071453048,-0.991711863881884,-1.14010788204297,0.250323436901538,1.41160329909436
"Normal",-1.98202521004648,-0.591952449183181,0.104439355018141,-0.240359942033394,0.416264455817841,-0.078289056032916,1.24291089258829,-0.593614542793178,-0.9955016505747,2.40975589296012,0.829213252016188,-1.65141990349642,-1.66982920267632,-0.640357632413426,-0.293322210482754,0.806579976763598,0.592965838776172,-1.3130328888708,0.257953490690666,0.694195074137593,0.234012365665057,-0.63646807783698,-0.402907756313217,-0.0915946796994404,1.03939808563815
"Normal",-1.95317775997839,-1.12111818617192,-0.477116511888678,-0.167111605550334,0.415076267885834,-0.428653030671982,1.23769658822981,0.0460181752499312,-0.991029125653429,0.452500431546973,0.48913167226286,-1.64577907953904,0.678785575307939,0.0610242972035185,-0.294068541867724,1.66026747455059,-0.0224099561626601,0.862738404789954,-0.403935304289836,0.689677700245052,0.852956091138561,-1.19752320044312,1.28676898667816,-0.458884490570599,-0.0825194540051328
"Normal",-1.55200113050743,-0.445980537492279,-2.05164645961657,-0.12534112284037,0.448717362570788,-0.39427412690272,1.23985555589117,-0.318737786080678,-0.864398791929123,0.260447874690633,0.864105532075339,-1.50120026001844,0.875985555237581,-0.216316089901273,-0.439118269624793,1.90199442205122,0.27843872420879,0.85063472241383,-0.856829453748385,0.746039043998363,0.586536211181065,-2.56506981526754,-1.31455630918962,-0.000767717513988372,0.079178441743624
"Normal",-1.42724339479654,-1.33258052365508,2.0472355280484,-0.133913650736935,0.545997730738167,-0.206299803915584,0.82188873188057,-0.393596405160005,-1.23057728883067,1.31053805776675,0.95654821276512,-1.51355431777159,0.823003245429716,-0.150268673520361,-0.187500816364058,2.23874841149353,0.189586546988106,2.21414146461772,-0.771445419531433,0.68413670919333,-0.579775504458907,0.608040285687674,-2.46254177648166,0.208379697955694,-0.495907394534505
"Normal",-0.30383954671664,-0.991587420930793,0.422252275812733,-0.111028580671049,0.762985518387072,0.0501294516819582,0.992159661304694,-0.260345068996379,-1.05691597840739,-0.554971867535946,0.945298928334546,-1.21088437048461,-0.214716681484879,-0.0696527740937401,-0.492749244836178,0.0108264781973079,-0.0327518875151935,3.77495985468235,-0.743985626715753,-0.0824085966965997,0.494281262179015,-0.0179102306672962,0.778324184508601,-0.16867268247732,-0.31939078025562
